place_standardized_id,place_standardized,country_code,place_standardized_cc,authority_file_uri,latitude,longitude,region
3656,Penzlin,DE,Penzlin DE,http://sws.geonames.org/2854906/,53.504,13.08407,B
3657,Perleberg,DE,Perleberg DE,http://sws.geonames.org/2854848/,53.07583,11.85739,B
3658,Pernis,NL,Pernis NL,http://sws.geonames.org/2748647/,51.88833,4.38889,A
3659,Perpignan,FR,Perpignan FR,http://sws.geonames.org/2987914/,42.69764,2.89541,F
3660,Pershavn,NO,Pershavn NO,http://sws.geonames.org/9590031/,59.40118,5.16344,C
3661,Perth,GB,Perth GB,http://sws.geonames.org/2640358/,56.39522,-3.43139,E
3662,Pesse,NL,Pesse NL,http://sws.geonames.org/2748643/,52.7725,6.45417,A
3663,Pest,HU,Pest HU,http://sws.geonames.org/3046446/,47.5,19.08333,I
3664,Petegem aan de Schelde,BE,Petegem aan de Schelde BE,http://sws.geonames.org/8629581/,50.83344,3.55609,A
3665,Petegem-aan-de-Leie,BE,Petegem-aan-de-Leie BE,http://sws.geonames.org/2789145/,50.96667,3.53333,A
3666,Petershagen,DE,Petershagen DE,http://sws.geonames.org/2854655/,52.37513,8.96538,B
3667,Petkum,DE,Petkum DE,http://sws.geonames.org/2854596/,53.33512,7.27638,B
3668,Petten,NL,Petten NL,http://sws.geonames.org/2748631/,52.76667,4.66111,A
3669,Pfaffenhofen,DE,Pfaffenhofen DE,http://sws.geonames.org/2854392/,49.06444,8.97639,D
3670,Phalsbourg,FR,Phalsbourg FR,http://sws.geonames.org/2987421/,48.76752,7.25695,D
3671,Philadelphia,US,Philadelphia US,http://sws.geonames.org/4560349/,39.95233,-75.16379,0
3672,Philippine,NL,Philippine NL,http://sws.geonames.org/2748625/,51.28083,3.75972,A
3673,Philippines,PH,Philippines PH,http://sws.geonames.org/1694008/,13,122,0
3674,Philippsburg,DE,Philippsburg DE,http://sws.geonames.org/2853907/,49.2317,8.46074,D
3675,Picardie,FR,Picardie FR,http://sws.geonames.org/2987375/,49.63333,2.8,F
3676,Piëmont,IT,Piëmont IT,http://sws.geonames.org/3170831/,45,8,H
3677,Piemonte,IT,Piemonte IT,http://sws.geonames.org/3170831/,45,8,H
3678,Piepert,NL,Piepert NL,http://sws.geonames.org/2748614/,50.8275,5.92083,A
3679,Piershil,NL,Piershil NL,http://sws.geonames.org/2748608/,51.79333,4.31389,A
3680,Pieterburen,NL,Pieterburen NL,http://sws.geonames.org/2748603/,53.40083,6.45278,A
3681,Pietersbierum,NL,Pietersbierum NL,http://sws.geonames.org/2748598/,53.2157,5.47694,A
3682,Pijnacker,NL,Pijnacker NL,http://sws.geonames.org/2748591/,52.01954,4.42946,A
3683,Pillingsdorf,DE,Pillingsdorf DE,http://sws.geonames.org/2853716/,50.78033,11.79411,D
3684,Pillnitz,DE,Pillnitz DE,http://sws.geonames.org/2853707/,51.0073,13.87565,D
3685,Pilsen,CZ,Pilsen CZ,http://sws.geonames.org/3068160/,49.74747,13.37759,D
3686,Pingjum,NL,Pingjum NL,http://sws.geonames.org/2748582/,53.11533,5.44046,A
3687,Pinneberg,DE,Pinneberg DE,http://sws.geonames.org/2853658/,53.66732,9.78936,B
3688,Piraeus,GR,Piraeus GR,http://sws.geonames.org/255274/,37.94745,23.63708,I
3689,Pirmasens,DE,Pirmasens DE,http://sws.geonames.org/2853574/,49.20145,7.60529,D
3690,Pirna,DE,Pirna DE,http://sws.geonames.org/2853572/,50.95843,13.93702,D
3691,Piteå,SE,Piteå SE,http://sws.geonames.org/603570/,65.31717,21.47944,C
3692,Pittenweem,GB,Pittenweem GB,http://sws.geonames.org/2640242/,56.21406,-2.72839,E
3693,Plaat,NL,Plaat NL,http://sws.geonames.org/2748573/,50.77,5.91389,A
3694,Plauen,DE,Plauen DE,http://sws.geonames.org/2853292/,50.4973,12.13782,D
3695,Pleszew,PL,Pleszew PL,http://sws.geonames.org/3088848/,51.89636,17.78549,I
3696,Plettenberg,DE,Plettenberg DE,http://sws.geonames.org/2853209/,51.20949,7.87261,D
3697,Plön,DE,Plön DE,http://sws.geonames.org/2853162/,54.16241,10.42333,B
3698,Plymouth,GB,Plymouth GB,http://sws.geonames.org/2640194/,50.37153,-4.14305,E
3699,Plzeň,CZ,Plzeň CZ,http://sws.geonames.org/3068160/,49.74747,13.37759,D
3700,Poederoijen,NL,Poederoijen NL,http://sws.geonames.org/2748535/,51.78667,5.08056,A
3701,Poeldijk,NL,Poeldijk NL,http://sws.geonames.org/2748533/,52.02417,4.21944,A
3702,Poitiers,FR,Poitiers FR,http://sws.geonames.org/2986495/,46.58333,0.33333,F
3703,Poitou,FR,Poitou FR,http://sws.geonames.org/2986493/,46.66667,-0.5,F
3704,Pol,NL,Pol NL,http://sws.geonames.org/2748526/,51.16833,5.89583,A
3705,Polder Giessen-Nieuwkerk,NL,Polder Giessen-Nieuwkerk NL,http://sws.geonames.org/2755530/,51.84861,4.90132,A
3706,Police,PL,Police PL,http://sws.geonames.org/3088461/,53.55214,14.57182,B
3707,Polish–Lithuanian Commonwealth,--,Polish–Lithuanian Commonwealth --,https://www.wikidata.org/wiki/Q172107,50.05,19.933333,I
3708,Polle,NL,Polle NL,http://sws.geonames.org/2748516/,52.91667,5.85,A
3709,Polsbroek,NL,Polsbroek NL,http://sws.geonames.org/2748513/,51.9775,4.85278,A
3710,Pomeranian Voivodeship,PL,Pomeranian Voivodeship PL,http://sws.geonames.org/3088388/,53.66667,15,B
3711,Pommern,--,Pommern --,https://www.wikidata.org/wiki/Q104520,54.29443,18.15312,B
3712,Pondicherry,IN,Pondicherry IN,http://sws.geonames.org/1259425/,11.93381,79.82979,0
3713,Poole,GB,Poole GB,http://sws.geonames.org/2640101/,50.71429,-1.98458,E
3714,Poortugaal,NL,Poortugaal NL,http://sws.geonames.org/2748500/,51.85833,4.39444,A
3715,Poortvliet,NL,Poortvliet NL,http://sws.geonames.org/2748498/,51.54417,4.14306,A
3716,Poperinge,BE,Poperinge BE,http://sws.geonames.org/2788726/,50.85386,2.72659,A
3717,Poppendamme,NL,Poppendamme NL,http://sws.geonames.org/2748493/,51.5225,3.55417,A
3718,Poppenhausen,DE,Poppenhausen DE,http://sws.geonames.org/2852656/,50.48793,9.86795,D
3719,Poppenwier,NL,Poppenwier NL,http://sws.geonames.org/2748488/,53.08333,5.75,A
3720,Pori,FI,Pori FI,http://sws.geonames.org/640999/,61.48333,21.78333,C
3721,Port Louis,MU,Port Louis MU,http://sws.geonames.org/934154/,-20.16194,57.49889,0
3722,Port-au-Prince,HT,Port-au-Prince HT,http://sws.geonames.org/3718426/,18.54349,-72.33881,0
3723,Port-de-Bouc,FR,Port-de-Bouc FR,http://sws.geonames.org/2986025/,43.40657,4.9809,F
3724,Port-Sainte-Marie,FR,Port-Sainte-Marie FR,http://sws.geonames.org/2985936/,44.25158,0.39134,F
3725,Portengen,NL,Portengen NL,http://sws.geonames.org/2748486/,52.15417,4.96528,A
3726,Porto,PT,Porto PT,http://sws.geonames.org/2735943/,41.14961,-8.61099,G
3727,Portoferraio,IT,Portoferraio IT,http://sws.geonames.org/3170094/,42.81233,10.31297,H
3728,Portsmouth,GB,Portsmouth GB,http://sws.geonames.org/2639996/,50.79899,-1.09125,E
3729,Portugal,PT,Portugal PT,http://sws.geonames.org/2264397/,39.6945,-8.13057,G
3731,Postojna,SI,Postojna SI,http://sws.geonames.org/3192673/,45.77435,14.21528,I
3732,Potsdam,DE,Potsdam DE,http://sws.geonames.org/2852458/,52.39886,13.06566,B
3733,Potsdam-Bornstedt,DE,Potsdam-Bornstedt DE,http://sws.geonames.org/2946054/,52.41603,13.02429,B
3734,Poznan,PL,Poznan PL,http://sws.geonames.org/3088171/,52.40692,16.92993,I
3735,Prague,CZ,Prague CZ,http://sws.geonames.org/3067696/,50.08804,14.42076,D
3736,Prenzlau,DE,Prenzlau DE,http://sws.geonames.org/2852218/,53.31625,13.86261,B
3737,Prešov,SK,Prešov SK,http://sws.geonames.org/723819/,48.99839,21.23393,I
3738,Prestonpans,GB,Prestonpans GB,http://sws.geonames.org/2639902/,55.95939,-2.98038,E
3739,Preussen,DE,Preussen DE,http://sws.geonames.org/2852193/,51.46682,12.53504,D
3740,Preußisch Litauen,--,Preußisch Litauen --,https://www.wikidata.org/wiki/Q513381,55.70888,21.14312,B
3741,Preußisch Oldendorf,DE,Preußisch Oldendorf DE,http://sws.geonames.org/2852144/,52.30589,8.49341,B
3742,Prignitz,DE,Prignitz DE,https://www.wikidata.org/wiki/Q316858,53,12,B
3743,Princenhage,NL,Princenhage NL,http://sws.geonames.org/2748457/,51.57632,4.73906,A
3744,Prinsenhage,NL,Prinsenhage NL,http://sws.geonames.org/2748457/,51.57632,4.73906,A
3745,Pritzerbe,DE,Pritzerbe DE,http://sws.geonames.org/2851974/,52.49633,12.45696,B
3746,Provence,FR,Provence FR,http://sws.geonames.org/2985246/,44,6,F
3747,Provincie Friesland,NL,Provincie Friesland NL,http://sws.geonames.org/2755812/,53.16667,5.83333,A
3748,Provincie Overijssel,NL,Provincie Overijssel NL,http://sws.geonames.org/2748838/,52.41667,6.5,A
3749,Pskov,RU,Pskov RU,http://sws.geonames.org/504341/,57.8136,28.3496,I
3750,Puerto Rico,PR,Puerto Rico PR,http://sws.geonames.org/4566967/,18.2494,-66.50101,0
3751,Pulicat,IN,Pulicat IN,http://sws.geonames.org/1259271/,13.41612,80.31685,0
3752,Purmer (polder),NL,Purmer (polder) NL,http://sws.geonames.org/2757123/,52.47108,4.9756,A
3753,Purmer,NL,Purmer NL,http://sws.geonames.org/2748415/,52.5,4.98333,A
3754,Purmerend,NL,Purmerend NL,http://sws.geonames.org/2748413/,52.505,4.95972,A
3755,Purmerland,NL,Purmerland NL,http://sws.geonames.org/2748410/,52.48167,4.92639,A
3756,Putte,BE,Putte BE,http://sws.geonames.org/2788521/,51.05337,4.63263,A
3757,Putten,NL,Putten NL,http://sws.geonames.org/2748392/,52.25917,5.60694,A
3758,Puttershoek,NL,Puttershoek NL,http://sws.geonames.org/2748389/,51.805,4.56806,A
3759,Pyrzyce,PL,Pyrzyce PL,http://sws.geonames.org/3087630/,53.1462,14.89257,B
3760,Quakenbrück,DE,Quakenbrück DE,http://sws.geonames.org/2851523/,52.67502,7.94983,B
3761,Quebec,CA,Quebec CA,http://sws.geonames.org/6325494/,46.81228,-71.21454,0
3762,Quedlinburg,DE,Quedlinburg DE,http://sws.geonames.org/2851465/,51.78843,11.15006,D
3763,Querfurt,DE,Querfurt DE,http://sws.geonames.org/2851393/,51.38124,11.60047,D
3764,Quickborn,DE,Quickborn DE,http://sws.geonames.org/2851343/,53.72831,9.90934,B
3765,Quimper,FR,Quimper FR,http://sws.geonames.org/2984701/,48,-4.1,F
3766,Quintin,FR,Quintin FR,http://sws.geonames.org/2984649/,48.40342,-2.9105,F
3767,Råå,SE,Råå SE,http://sws.geonames.org/2683835/,56,12.73333,C
3768,Raahe,FI,Raahe FI,http://sws.geonames.org/640276/,64.68333,24.48333,C
3769,Raalte,NL,Raalte NL,http://sws.geonames.org/2748371/,52.38583,6.275,A
3770,Raamsdonk,NL,Raamsdonk NL,http://sws.geonames.org/2748363/,51.6875,4.90833,A
3771,Raar,NL,Raar NL,http://sws.geonames.org/2748358/,50.88583,5.77778,A
3772,Rade,DE,Rade DE,http://sws.geonames.org/2851089/,53.38579,9.79503,B
3773,Radeberg,DE,Radeberg DE,http://sws.geonames.org/2851079/,51.11112,13.91199,D
3774,Radeburg,DE,Radeburg DE,http://sws.geonames.org/2851074/,51.21516,13.7281,D
3775,Radensleben,DE,Radensleben DE,http://sws.geonames.org/2851027/,52.88275,12.90979,B
3776,Radevormwald,DE,Radevormwald DE,http://sws.geonames.org/2850995/,51.20219,7.36027,D
3777,Raerd,NL,Raerd NL,http://sws.geonames.org/2748314/,53.09763,5.75993,A
3778,Raeren,BE,Raeren BE,http://sws.geonames.org/2788410/,50.6672,6.11535,F
3779,Raesfeld,DE,Raesfeld DE,http://sws.geonames.org/2850942/,51.76667,6.85,B
3780,Ragusa,IT,Ragusa IT,http://sws.geonames.org/2523650/,36.92574,14.72443,H
3781,Rahde,DE,Rahde DE,http://sws.geonames.org/2850889/,53.96507,9.42357,B
3782,Rahden,DE,Rahden DE,http://sws.geonames.org/2850887/,52.43367,8.61263,B
3783,Ramberg,DE,Ramberg DE,http://sws.geonames.org/2850722/,49.26028,8.00833,D
3784,Rande,NL,Rande NL,http://sws.geonames.org/2748332/,52.29,6.12639,A
3785,Randerath,DE,Randerath DE,http://sws.geonames.org/2850524/,51.01666,6.17364,D
3786,Randers,DK,Randers DK,http://sws.geonames.org/2615006/,56.4607,10.03639,C
3787,Randwijk,NL,Randwijk NL,http://sws.geonames.org/2748329/,51.95333,5.70833,A
3788,Ransdorp,NL,Ransdorp NL,http://sws.geonames.org/2748327/,52.39325,4.99406,A
3789,Rastede,DE,Rastede DE,http://sws.geonames.org/2850253/,53.25,8.2,B
3790,Rastenburg,PL,Rastenburg PL,http://sws.geonames.org/769274/,54.07676,21.37527,B
3791,Ratan,SE,Ratan SE,http://sws.geonames.org/603420/,63.98333,20.88333,C
3792,Rathenow,DE,Rathenow DE,http://sws.geonames.org/2850213/,52.60659,12.33696,B
3793,Rathmannsdorf,DE,Rathmannsdorf DE,http://sws.geonames.org/2850194/,54.38408,10.0627,B
3794,Ratzeburg,DE,Ratzeburg DE,http://sws.geonames.org/2850132/,53.69965,10.77256,B
3795,Rauma,FI,Rauma FI,http://sws.geonames.org/639734/,61.12724,21.51127,C
3796,Ravensberg (graafschap),DE,Ravensberg (graafschap) DE,https://www.wikidata.org/wiki/Q573290,52.0922,8.57071,B
3797,Ravensburg,DE,Ravensburg DE,http://sws.geonames.org/2849802/,47.78198,9.61062,D
3798,Ravenstein,NL,Ravenstein NL,http://sws.geonames.org/2748308/,51.79667,5.65,A
3799,Ravenswaaij,NL,Ravenswaaij NL,http://sws.geonames.org/2748306/,51.95167,5.32778,A
3800,Rebecq,BE,Rebecq BE,http://sws.geonames.org/7648247/,50.66597,4.13202,A
3801,Rechteren,NL,Rechteren NL,http://sws.geonames.org/2748299/,52.495,6.29028,A
3802,Recklinghausen,DE,Recklinghausen DE,http://sws.geonames.org/2849647/,51.61379,7.19738,B
3803,Reckum,DE,Reckum DE,http://sws.geonames.org/2849631/,52.86821,8.49736,B
3804,Reda,PL,Reda PL,http://sws.geonames.org/3087281/,54.60528,18.34717,B
3805,Redon,FR,Redon FR,http://sws.geonames.org/2984192/,47.65,-2.08333,F
3806,Reek,NL,Reek NL,http://sws.geonames.org/2748286/,51.74583,5.68194,A
3807,Reer,DE,Reer DE,http://sws.geonames.org/2849550/,52.94699,9.1523,B
3808,Rees,DE,Rees DE,http://sws.geonames.org/2849548/,51.76263,6.39778,A
3809,Reesen,DE,Reesen DE,http://sws.geonames.org/2849537/,52.28427,11.93797,B
3810,Reet,BE,Reet BE,http://sws.geonames.org/2788273/,51.10201,4.41264,A
3811,Reeth,NL,Reeth NL,http://sws.geonames.org/2748281/,51.89833,5.8375,A
3812,Reeuwijk,NL,Reeuwijk NL,http://sws.geonames.org/2748280/,52.04667,4.725,A
3813,Regensburg,DE,Regensburg DE,http://sws.geonames.org/2849483/,49.01513,12.10161,D
3814,Rehm,DE,Rehm DE,http://sws.geonames.org/2849284/,54.30054,9.03933,B
3815,Reichensachsen,DE,Reichensachsen DE,http://sws.geonames.org/2849064/,51.15277,9.99617,D
3816,Reims,FR,Reims FR,http://sws.geonames.org/2984114/,49.25,4.03333,F
3817,Reinbek,DE,Reinbek DE,http://sws.geonames.org/2848845/,53.51703,10.2488,B
3818,Rejsby,DK,Rejsby DK,http://sws.geonames.org/2614875/,55.23242,8.72349,C
3819,Rekken,NL,Rekken NL,http://sws.geonames.org/2748249/,52.09417,6.725,A
3820,Remagen,DE,Remagen DE,http://sws.geonames.org/2848335/,50.57879,7.22703,D
3821,Rembang,ID,Rembang ID,http://sws.geonames.org/6772895/,-6.9613,109.1495,0
3822,Remscheid,DE,Remscheid DE,http://sws.geonames.org/2848273/,51.17983,7.1925,D
3823,Ren,NL,Ren NL,http://sws.geonames.org/2748243/,51.53583,5.70417,A
3824,Rendel,DE,Rendel DE,http://sws.geonames.org/2848248/,50.21514,8.79095,D
3825,Render,DK,Render DK,http://sws.geonames.org/2614863/,55.34507,10.24866,C
3826,Rendsburg,DE,Rendsburg DE,http://sws.geonames.org/2848245/,54.30663,9.66313,B
3827,Renesse,NL,Renesse NL,http://sws.geonames.org/2748240/,51.7325,3.775,A
3828,Reninge,BE,Reninge BE,http://sws.geonames.org/2788178/,50.94781,2.78892,A
3829,Renkhausen,DE,Renkhausen DE,http://sws.geonames.org/2848205/,52.33234,8.65583,B
3830,Renkum,NL,Renkum NL,http://sws.geonames.org/2748236/,51.97667,5.73333,A
3831,Rennes,FR,Rennes FR,http://sws.geonames.org/2983990/,48.11198,-1.67429,F
3832,Renningen,DE,Renningen DE,http://sws.geonames.org/2848175/,48.76974,8.93871,D
3833,Rens,DK,Rens DK,http://sws.geonames.org/2614859/,54.89489,9.09412,C
3834,Renswoude,NL,Renswoude NL,http://sws.geonames.org/2748228/,52.07333,5.54028,A
3835,Resko,PL,Resko PL,http://sws.geonames.org/3087195/,53.77307,15.40607,B
3836,Ressen,NL,Ressen NL,http://sws.geonames.org/2748224/,51.89083,5.86806,A
3837,Retranchement,NL,Retranchement NL,http://sws.geonames.org/2748220/,51.3475,3.38472,A
3838,Reus,ES,Reus ES,http://sws.geonames.org/3111933/,41.15612,1.10687,G
3839,Reusel,NL,Reusel NL,http://sws.geonames.org/2748217/,51.3625,5.16528,A
3840,Reutje,NL,Reutje NL,http://sws.geonames.org/2748211/,51.12917,6.00833,A
3841,Reutlingen,DE,Reutlingen DE,http://sws.geonames.org/2847736/,48.49144,9.20427,D
3842,Rheda (graafschap),DE,Rheda (graafschap) DE,https://www.wikidata.org/wiki/Q932656,51.84967,8.30017,B
3843,Rheda,DE,Rheda DE,https://www.wikidata.org/wiki/Q932656,51.84967,8.30017,B
3844,Rheda-Wiedenbrück,DE,Rheda-Wiedenbrück DE,http://sws.geonames.org/2847690/,51.84967,8.30017,B
3845,Rheden,NL,Rheden NL,http://sws.geonames.org/2748201/,52.005,6.02917,A
3846,Rhee,NL,Rhee NL,http://sws.geonames.org/2748193/,53.0325,6.56667,A
3847,Rheinbach,DE,Rheinbach DE,http://sws.geonames.org/2847666/,50.62562,6.94911,D
3848,Rheinbek,DE,Rheinbek DE,http://sws.geonames.org/2848845/,53.51703,10.2488,B
3849,Rheinberg,DE,Rheinberg DE,http://sws.geonames.org/2847662/,51.54649,6.59525,B
3850,Rheine,DE,Rheine DE,http://sws.geonames.org/2847645/,52.28509,7.44055,B
3851,Rheinfelden,DE,Rheinfelden DE,http://sws.geonames.org/2847639/,47.56013,7.78715,D
3852,Rheinheim,DE,Rheinheim DE,http://sws.geonames.org/11594412/,47.58897,8.303,D
3853,Rhenen,NL,Rhenen NL,http://sws.geonames.org/2748185/,51.95917,5.56806,A
3854,Rhoon,NL,Rhoon NL,http://sws.geonames.org/2748178/,51.8575,4.42222,A
3855,Ribbesbüttel,DE,Ribbesbüttel DE,http://sws.geonames.org/2847529/,52.43435,10.50997,B
3856,Ribe,DK,Ribe DK,http://sws.geonames.org/2614813/,55.33051,8.76966,C
3857,Ribeauville,FR,Ribeauville FR,http://sws.geonames.org/2983704/,50.04287,3.58543,F
3858,Ribnitz,DE,Ribnitz DE,http://sws.geonames.org/3210688/,54.24356,12.42322,B
3859,Ridderkerk,NL,Ridderkerk NL,http://sws.geonames.org/2748172/,51.8725,4.60278,A
3860,Ried,NL,Ried NL,http://sws.geonames.org/2748168/,53.22258,5.58929,A
3861,Riel,NL,Riel NL,http://sws.geonames.org/2748164/,51.52583,5.02361,A
3862,Rien,NL,Rien NL,http://sws.geonames.org/2748161/,53.09485,5.65813,A
3863,Riepen,DE,Riepen DE,http://sws.geonames.org/2846961/,52.34467,9.33495,B
3864,Rieps,DE,Rieps DE,http://sws.geonames.org/2846947/,53.77459,10.86479,B
3865,Riesenbeck,DE,Riesenbeck DE,http://sws.geonames.org/2846894/,52.26076,7.627,B
3866,Rietberg,DE,Rietberg DE,http://sws.geonames.org/2846843/,51.80924,8.42841,B
3867,Riga,LV,Riga LV,http://sws.geonames.org/456172/,56.946,24.10589,B
3868,Rijeka,HR,Rijeka HR,http://sws.geonames.org/3191648/,45.32673,14.44241,I
3869,Rijen,NL,Rijen NL,http://sws.geonames.org/2748130/,51.59083,4.91944,A
3870,Rijnsaterwoude,NL,Rijnsaterwoude NL,http://sws.geonames.org/2748106/,52.19583,4.67083,A
3871,Rijnsburg,NL,Rijnsburg NL,http://sws.geonames.org/2748104/,52.19,4.44167,A
3872,Rijpwetering,NL,Rijpwetering NL,http://sws.geonames.org/2748094/,52.1925,4.58333,A
3873,Rijs,NL,Rijs NL,http://sws.geonames.org/2748093/,52.86356,5.49694,A
3874,Rijsbergen,NL,Rijsbergen NL,http://sws.geonames.org/2748091/,51.5175,4.69722,A
3875,Rijsel,FR,Rijsel FR,http://sws.geonames.org/2998324/,50.63297,3.05858,F
3876,Rijsen,NL,Rijsen NL,http://sws.geonames.org/2748083/,52.30667,6.51806,A
3877,Rijsenburg,NL,Rijsenburg NL,http://sws.geonames.org/2748087/,52.05,5.26667,A
3878,Rijsoord,NL,Rijsoord NL,http://sws.geonames.org/2748085/,51.85083,4.59583,A
3879,Rijssen,NL,Rijssen NL,http://sws.geonames.org/2748083/,52.30667,6.51806,A
3880,Rijswijk,NL,Rijswijk NL,http://sws.geonames.org/2748076/,52.03634,4.32501,A
3881,Rijt,NL,Rijt NL,http://sws.geonames.org/2748074/,51.29583,5.30972,A
3882,Ringkøbing,DK,Ringkøbing DK,http://sws.geonames.org/2614776/,56.09006,8.24402,C
3883,Rinkenäs,SE,Rinkenäs SE,http://sws.geonames.org/3332564/,58.275,11.425,C
3884,Rinteln,DE,Rinteln DE,http://sws.geonames.org/2846523/,52.18604,9.07917,B
3885,Rippershausen,DE,Rippershausen DE,http://sws.geonames.org/2846500/,50.6,10.35,D
3886,Risør,NO,Risør NO,http://sws.geonames.org/3141747/,58.72057,9.23422,C
3887,Rittersheim,DE,Rittersheim DE,http://sws.geonames.org/2846374/,49.66472,8.05833,D
3888,Ritthem,NL,Ritthem NL,http://sws.geonames.org/2748042/,51.4525,3.62639,A
3889,Ritzebüttel,DE,Ritzebüttel DE,http://sws.geonames.org/2846346/,53.85871,8.68777,B
3890,Rochefort,FR,Rochefort FR,http://sws.geonames.org/2983276/,45.93333,-0.98333,F
3891,Rockanje,NL,Rockanje NL,http://sws.geonames.org/2748029/,51.87167,4.07083,A
3892,Rockenhausen,DE,Rockenhausen DE,http://sws.geonames.org/2846229/,49.62974,7.82134,D
3893,Roden,NL,Roden NL,http://sws.geonames.org/2748026/,53.1375,6.42083,A
3894,Rodenberg,DE,Rodenberg DE,http://sws.geonames.org/2846040/,52.31152,9.3564,B
3895,Rodenkirchen,DE,Rodenkirchen DE,http://sws.geonames.org/2846031/,53.40201,8.45321,B
3896,Rödersheim-Gronau,DE,Rödersheim-Gronau DE,http://sws.geonames.org/3272457/,49.43,8.26139,D
3897,Rodewald,DE,Rodewald DE,http://sws.geonames.org/3206591/,52.66667,9.48333,B
3898,Roeleveen,NL,Roeleveen NL,http://sws.geonames.org/2748008/,52.055,4.41806,A
3899,Roelofarendsveen,NL,Roelofarendsveen NL,http://sws.geonames.org/2748006/,52.20333,4.63333,A
3900,Roer,NL,Roer NL,http://sws.geonames.org/2748003/,51.18265,5.97896,A
3901,Roermond,NL,Roermond NL,http://sws.geonames.org/2748000/,51.19417,5.9875,A
3902,Roeselare,BE,Roeselare BE,http://sws.geonames.org/2787889/,50.94653,3.12269,A
3903,Roeven,NL,Roeven NL,http://sws.geonames.org/2747996/,51.27,5.75139,A
3904,Roggel,NL,Roggel NL,http://sws.geonames.org/2747990/,51.26333,5.92361,A
3905,Rolde,NL,Rolde NL,http://sws.geonames.org/2747979/,52.98417,6.64861,A
3906,Roma,IT,Roma IT,http://sws.geonames.org/3169070/,41.89193,12.51133,H
3907,Romberg,DE,Romberg DE,http://sws.geonames.org/2845348/,51.08999,7.06663,D
3908,Rommerskirchen,DE,Rommerskirchen DE,http://sws.geonames.org/2845273/,51.03333,6.68333,D
3909,Rømø,DK,Rømø DK,http://sws.geonames.org/2614572/,55.14487,8.52343,C
3910,Rønne,DK,Rønne DK,http://sws.geonames.org/2614553/,55.10091,14.70664,C
3911,Ronneby,SE,Ronneby SE,http://sws.geonames.org/2681825/,56.20999,15.27602,C
3912,Ronse,BE,Ronse BE,http://sws.geonames.org/2787769/,50.74574,3.6005,A
3913,Roordahuizum,NL,Roordahuizum NL,http://sws.geonames.org/2747938/,53.11775,5.78765,A
3914,Roosberg,NL,Roosberg NL,http://sws.geonames.org/2747934/,51.5625,4.82361,A
3915,Roosendaal,NL,Roosendaal NL,http://sws.geonames.org/2747930/,51.53083,4.46528,A
3916,Roosteren,NL,Roosteren NL,http://sws.geonames.org/2747924/,51.08333,5.81806,A
3917,Rooth,NL,Rooth NL,http://sws.geonames.org/2747922/,51.36583,6.07917,A
3918,Roßleben,DE,Roßleben DE,http://sws.geonames.org/2844651/,51.29886,11.43435,D
3919,Rosbach vor der Höhe,DE,Rosbach vor der Höhe DE,http://sws.geonames.org/2845160/,50.30332,8.68976,D
3920,Rosendahl,DE,Rosendahl DE,http://sws.geonames.org/2845036/,54.47777,9.10071,C
3921,Ross on Wye,GB,Ross on Wye GB,http://sws.geonames.org/2639110/,51.91667,-2.56667,E
3922,Röst,DE,Röst DE,http://sws.geonames.org/2844600/,54.13333,9.25,B
3923,Rostock,DE,Rostock DE,http://sws.geonames.org/2844588/,54.0887,12.14049,B
3924,Rostrup,DK,Rostrup DK,http://sws.geonames.org/2614470/,55.5299,10.24588,C
3925,Rotenburg an der Fulda,DE,Rotenburg an der Fulda DE,http://sws.geonames.org/2844434/,50.99556,9.72838,D
3926,Rotenburg,DE,Rotenburg DE,http://sws.geonames.org/2844437/,53.11125,9.41082,B
3927,Roth,DE,Roth DE,http://sws.geonames.org/2844265/,49.24762,11.09111,D
3928,Rothenbach,NL,Rothenbach NL,http://sws.geonames.org/2747899/,51.14083,6.11806,A
3929,Rothenburg ob der Tauber,DE,Rothenburg ob der Tauber DE,http://sws.geonames.org/2844056/,49.37885,10.18711,D
3930,Rotselaar,BE,Rotselaar BE,http://sws.geonames.org/2787662/,50.95302,4.71665,A
3931,Rotterdam,NL,Rotterdam NL,http://sws.geonames.org/2747891/,51.9225,4.47917,A
3932,Rottevalle,NL,Rottevalle NL,http://sws.geonames.org/2747886/,53.14523,6.10411,A
3933,Rouen,FR,Rouen FR,http://sws.geonames.org/2982652/,49.44313,1.09932,F
3934,Rouveen,NL,Rouveen NL,http://sws.geonames.org/2747879/,52.61417,6.18472,A
3935,Rozenburg,NL,Rozenburg NL,http://sws.geonames.org/2747870/,51.90417,4.24861,A
3936,Ruddervoorde,BE,Ruddervoorde BE,http://sws.geonames.org/2787572/,51.09589,3.20743,A
3937,Ruden,DE,Ruden DE,http://sws.geonames.org/2843443/,54.20637,13.77148,B
3938,Rüdenau,DE,Rüdenau DE,http://sws.geonames.org/2843441/,49.71139,9.17917,D
3939,Rudolstadt,DE,Rudolstadt DE,http://sws.geonames.org/2843355/,50.72043,11.34046,D
3940,Rügen,DE,Rügen DE,http://sws.geonames.org/2843325/,54.41667,13.4,B
3941,Ruhrort,DE,Ruhrort DE,http://sws.geonames.org/2843196/,51.45306,6.73542,B
3942,Ruinen,NL,Ruinen NL,http://sws.geonames.org/2747835/,52.7625,6.35417,A
