das_voyage_id,direction,ship_name,ship_tonnage,chamber,departure_date,departure_place,arrival_date_cape,departure_date_cape,arrival_date,arrival_place
94480,outward,Slot Van Kapelle,1150,Amsterdam,1747-10-27,Texel,1748-05-06,1748-05-30,1748-10-15,Batavia
94481,outward,Eindhoef,850,Amsterdam,1747-10-27,Texel,1748-04-12,1748-05-19,1748-09-08,Batavia
94482,outward,Fortuin,600,Amsterdam,1747-10-27,Texel,1748-04-06,1748-05-02,1748-07-07,Batavia
94483,outward,Osdorp,850,Amsterdam,1747-10-27,Texel,1748-04-27,1748-05-30,1748-10-12,Batavia
94484,outward,Vosmaar,850,Zeeland,1747-10-29,Rammekens,1748-04-25,1748-05-19,1748-10-15,Batavia
94485,outward,Bevalligheid,850,Rotterdam,1748-01-05,Goeree,1748-04-12,1748-05-19,1748-09-08,Batavia
94486,outward,Sloten,1150,Amsterdam,1748-01-05,Texel,1748-04-07,1748-05-19,1748-09-17,Batavia
94487,outward,Sloterdijk,1150,Amsterdam,1748-01-05,Texel,1748-04-12,1748-05-19,1748-10-12,Batavia
94488,outward,Tolsduin,850,Amsterdam,1748-01-05,Texel,1748-03-31,1748-05-19,1748-09-05,Batavia
94489,outward,Eendracht,1150,Amsterdam,1748-05-06,Texel,1748-09-06,1748-10-08,1749-01-22,Ceylon
94490,outward,Huigenwaard,850,Amsterdam,1748-05-06,Texel,1748-09-06,1748-09-28,1748-12-26,Batavia
94491,outward,Lekkerland,1150,Amsterdam,1748-05-06,Texel,1748-09-06,1748-10-02,1748-12-26,Batavia
94492,outward,Bredenhof,850,Hoorn,1748-05-26,Texel,1748-09-30,1748-10-20,1749-02-24,Batavia
94493,outward,Lis,600,Amsterdam,1748-05-26,Texel,1748-11-22,1748-12-28,1749-04-14,Batavia
94494,outward,Zeelandia,1150,Zeeland,1748-05-27,Rammekens,1748-10-15,1748-11-30,1749-03-26,Ceylon
94495,outward,Dishoek,665,Enkhuizen,1748-06-10,Texel,1748-11-20,1749-01-01,1749-05-30,Batavia
94496,outward,Hercules,850,Amsterdam,1748-06-10,Texel,1748-11-16,1749-01-10,1749-05-01,Ceylon
94497,outward,Duinenburg,850,Amsterdam,1748-07-04,Texel,1748-11-20,1748-12-16,1749-04-06,Batavia
94498,outward,Witsburg,850,Enkhuizen,1748-07-29,Texel,1748-12-23,1749-02-01,1749-05-18,Batavia
94499,outward,Standvastigheid,850,Rotterdam,1748-08-10,Goeree,1748-11-20,1748-12-13,1749-03-28,Batavia
94500,outward,Geldermalsen,1150,Zeeland,1748-08-16,Rammekens,1748-12-18,1749-01-10,1749-03-31,Batavia
94501,outward,Westhoven,650,Delft,1748-08-18,Goeree,1748-12-23,1749-02-01,1749-06-09,Batavia
94502,outward,Getrouwigheid,850,Zeeland,1748-09-20,Rammekens,1749-03-05,1749-04-07,1749-06-27,Batavia
94503,outward,Prinses Van Oranje,250,Amsterdam,1748-10-17,Texel,1749-02-18,1749-03-07,1749-06-17,Batavia
94504,outward,Oudkarspel,1150,Amsterdam,1748-11-04,Texel,1749-03-01,1749-03-20,1749-05-24,Batavia
94505,outward,Huis Te Rensburg,650,Amsterdam,1748-11-04,Texel,1749-03-11,1749-03-26,1749-06-13,Batavia
94506,outward,Schuilenburg,300,Amsterdam,1748-11-04,Texel,1749-03-18,nan,1749-03-18,The Cape
94507,outward,Polanen,650,Amsterdam,1748-11-21,Texel,1749-06-29,1749-07-26,1749-09-25,Batavia
94508,outward,Overschie,850,Delft,1749-01-07,Goeree,1749-08-18,1749-09-07,1749-11-22,Batavia
94509,outward,Pasgeld,850,Rotterdam,1749-01-07,Goeree,1749-07-16,1749-08-04,1749-09-29,Batavia
94510,outward,Amsterdam,1150,Amsterdam,1749-01-08,Texel,nan,nan,nan,
94511,outward,Elswoud,1150,Amsterdam,1749-01-08,Texel,1649-06-02,1749-07-03,1749-09-12,Batavia
94512,outward,Haarlem,1150,Amsterdam,1749-01-08,Texel,1749-06-02,1749-07-03,1749-09-19,Ceylon
94513,outward,Hartekamp,650,Amsterdam,1749-01-08,Texel,1749-06-15,1749-07-03,1749-09-20,Batavia
94514,outward,Huis Te Manpad,850,Amsterdam,1749-01-08,Texel,1749-06-02,1749-07-03,1749-09-05,Batavia
94515,outward,Sparenrijk,850,Amsterdam,1749-01-08,Texel,1749-06-16,1749-07-08,1749-09-09,Batavia
94516,outward,Hof D'Uno,1150,Hoorn,1749-01-08,Texel,1749-07-12,1749-08-25,1749-11-14,Batavia
94517,outward,Diemen,850,Amsterdam,1749-02-07,Texel,1749-06-08,1749-07-03,1749-09-12,Batavia
94518,outward,Spanderswoud,850,Amsterdam,1749-02-07,Texel,1749-06-02,1749-07-03,1749-09-09,Batavia
94519,outward,Arnestijn,575,Enkhuizen,1749-02-23,Texel,1749-07-13,1749-07-26,1749-10-01,Batavia
94520,outward,Bosbeek,650,Zeeland,1749-03-02,Rammekens,1749-07-26,1749-09-18,1749-11-23,Batavia
94521,outward,Scheijbeek,850,Zeeland,1749-03-02,Rammekens,1749-07-15,1749-08-04,1749-10-05,Batavia
94522,outward,Vrede,850,Zeeland,1749-03-02,Rammekens,1749-07-14,1749-08-04,1749-10-05,Batavia
94523,outward,Gustaaf Willem,1150,Zeeland,1749-03-11,Rammekens,1749-06-25,1749-07-26,1749-09-24,Batavia
94524,outward,Wildrijk,850,Delft,1749-03-25,Goeree,1749-08-20,1749-09-19,1749-11-22,Batavia
94525,outward,Voorzichtigheid,850,Rotterdam,1749-04-21,Goeree,1749-08-18,1749-09-02,1749-11-22,Batavia
94526,outward,Baarzande,850,Zeeland,1749-04-22,Rammekens,1749-09-18,1749-09-21,1749-12-11,Batavia
94527,outward,Prinses Carolina,300,Zeeland,1749-05-07,Rammekens,1749-08-30,1749-09-18,1749-12-11,Batavia
94528,outward,Hoop,850,Hoorn,1749-05-07,Texel,1749-10-08,1749-10-31,1750-01-22,Batavia
94529,outward,Krabbendijke,830,Amsterdam,1749-06-19,Texel,1749-11-10,1749-12-03,1750-03-07,Batavia
94530,outward,Wapen Van Hoorn,850,Hoorn,1749-06-20,Texel,1749-11-28,1749-12-15,1750-03-22,Batavia
94531,outward,Deunisveld,850,Delft,1749-07-09,Goeree,1749-12-02,1749-12-15,1750-04-28,Batavia
94532,outward,Huis Ter Duine,550,Enkhuizen,1749-07-09,Texel,1749-11-01,1749-11-25,1750-01-24,Batavia
94533,outward,Woitkensdorp,800,Zeeland,1749-07-09,Rammekens,1749-12-02,1750-01-25,1750-05-11,Batavia
94534,outward,Akerendam,1150,Amsterdam,1749-07-12,Texel,1749-11-29,1749-12-15,1750-03-13,Batavia
94535,outward,Huis Te Rensburg,850,Amsterdam,1749-07-12,Texel,1749-12-11,1750-01-02,1750-04-26,Batavia
94536,outward,Overnes,1150,Amsterdam,1749-07-12,Texel,1749-12-01,1749-12-17,1750-03-14,Batavia
94537,outward,Zuiderburg,1150,Amsterdam,1749-07-12,Texel,1749-12-02,1749-12-17,1750-04-25,Batavia
94538,outward,Anna,600,Zeeland,1749-08-31,Rammekens,1750-01-12,1750-01-17,1750-04-23,Batavia
94539,outward,Nieuwvijvervreugd,1150,Zeeland,1749-08-31,Rammekens,1750-01-11,1750-02-13,1750-05-25,Batavia
94540,outward,Batavier,525,Amsterdam,1749-09-08,Texel,1750-01-13,1750-02-16,1750-05-07,Batavia
94541,outward,Kasteel Van Tilburg,850,Amsterdam,1749-09-08,Texel,1750-01-13,1750-02-07,1750-05-05,Batavia
94542,outward,Bloemendaal,1150,Amsterdam,1749-09-30,Texel,1750-01-13,1750-02-07,1750-05-02,Batavia
94543,outward,Liefde,1150,Amsterdam,1749-09-30,Texel,1750-01-04,1750-01-21,1750-04-03,Batavia
94544,outward,Rust En Werk,650,Delft,1749-09-30,Goeree,1750-01-11,1750-01-25,1750-05-05,Batavia
94545,outward,Sloterdijk,1150,Amsterdam,1749-09-30,Texel,1750-01-14,1750-02-07,1750-05-04,Batavia
94546,outward,Spreeuw,150,Amsterdam,1749-10-03,Texel,1750-01-13,1750-01-28,1750-05-02,Batavia
94547,outward,Tolsduin,850,Amsterdam,1749-10-07,Texel,1750-01-04,1750-01-21,1750-04-22,Batavia
94548,outward,Gerechtigheid,850,Zeeland,1749-10-09,Rammekens,1750-02-08,1750-03-06,1750-07-09,Ceylon
94549,outward,Rotterdam,850,Rotterdam,1749-10-13,Goeree,1750-02-05,1750-02-18,1750-05-12,Batavia
94550,outward,Bevalligheid,850,Delft,1749-11-23,Goeree,1750-03-31,1750-04-16,1750-06-20,Batavia
94551,outward,Vosmaar,850,Zeeland,1749-11-23,Rammekens,1750-04-01,1750-04-16,1750-06-25,Batavia
94552,outward,Amstelveen,1150,Amsterdam,1749-12-31,Texel,1750-04-16,1750-05-02,1750-07-03,Ceylon
94553,outward,Fortuin,600,Amsterdam,1749-12-31,Texel,1750-05-06,1750-06-09,1750-08-18,Batavia
94554,outward,Immagonda,850,Amsterdam,1749-12-31,Texel,1750-04-22,1750-05-02,1750-07-18,Batavia
94555,outward,Kievitsheuvel,1150,Amsterdam,1749-12-31,Texel,1750-04-01,1750-04-16,1750-06-21,Batavia
94372,outward,Admiraal De Ruyter,1150,Amsterdam,1749-12-31,Texel,1750-04-22,1750-05-02,1750-07-06,Batavia
94373,outward,Stralen,850,Enkhuizen,1749-12-31,Texel,1750-04-01,1750-04-16,1750-07-06,Batavia
94374,outward,Haze,150,Zeeland,1750-01-02,Rammekens,nan,nan,1750-10-29,Batavia
94375,outward,Naarstigheid,850,Zeeland,1750-03-26,Rammekens,1750-09-17,1750-10-12,1750-12-24,Batavia
94376,outward,Gouverneur-Generaal,850,Delft,1750-04-18,Goeree,1750-08-07,1750-08-24,1750-11-28,Batavia
94377,outward,Oostkapelle,850,Rotterdam,1750-04-18,Goeree,1750-08-10,1750-08-25,1750-12-20,Batavia
94378,outward,Brouwer,850,Hoorn,1750-04-19,Texel,nan,nan,1750-10-10,Batavia
94379,outward,Kleverskerke,850,Amsterdam,1750-04-21,Texel,1750-07-31,1750-08-24,1750-11-08,Batavia
94380,outward,Langewijk,850,Amsterdam,1750-04-21,Texel,1750-08-03,1750-09-04,1750-12-23,Batavia
94381,outward,Leiden,1150,Amsterdam,1750-04-21,Texel,1750-08-03,1750-08-24,1750-10-31,Batavia
94382,outward,Meervliet,850,Amsterdam,1750-04-21,Texel,1750-08-05,1750-09-12,1751-01-08,Batavia
94556,outward,Admiraal Tromp,250,Rotterdam,1750-04-21,Goeree,1750-07-31,1750-08-09,1750-10-19,Batavia
94557,outward,Zaamslag,900,Zeeland,1750-04-21,Rammekens,1751-01-05,1751-02-03,1751-05-24,Batavia
94558,outward,Osdorp,850,Enkhuizen,1750-05-09,Texel,1750-12-09,1751-01-12,1751-05-18,Batavia
94559,outward,Vrijburg,1150,Zeeland,1750-05-18,Rammekens,1750-09-19,1750-10-26,1751-01-03,Batavia
94560,outward,Oosthuizen,850,Hoorn,1750-05-22,Texel,1751-11-18,1751-12-11,1752-03-03,Batavia
94561,outward,Standvastigheid,850,Delft,1750-09-02,Goeree,1750-12-29,1751-01-24,1751-05-18,Batavia
94562,outward,Lekkerland,1150,Zeeland,1750-09-10,Rammekens,1751-01-08,1751-02-03,1751-05-18,Batavia
94563,outward,Hartekamp,650,Hoorn,1750-09-21,Texel,1751-02-08,1751-02-22,1751-06-20,Batavia
94564,outward,Bredenhof,850,Enkhuizen,1750-10-06,Texel,1751-01-31,1751-02-16,1751-06-26,Batavia
94565,outward,Elswoud,1150,Amsterdam,1750-10-06,Texel,1751-01-29,1751-02-16,1751-05-18,Batavia
94566,outward,Sloten,1150,Amsterdam,1750-10-06,Texel,1751-01-21,1751-02-09,1751-05-18,Batavia
94567,outward,Sparenrijk,850,Amsterdam,1750-10-06,Texel,1751-01-28,1751-02-09,1751-05-25,Batavia
94568,outward,Slot Van Kapelle,1150,Amsterdam,1750-10-18,Texel,1751-01-23,1751-02-09,1751-06-04,Batavia
94569,outward,Middelburg,1150,Zeeland,1750-10-18,Rammekens,1751-02-10,1751-03-23,1751-07-10,Batavia
94570,outward,Rozenburg,1150,Amsterdam,1750-10-18,Texel,1751-01-23,1751-02-09,1751-07-10,Batavia
94571,outward,Giessenburg,1150,Amsterdam,1750-11-18,Texel,1751-03-21,1751-04-13,1751-07-10,Batavia
94572,outward,Gustaaf Willem,1150,Amsterdam,1750-11-18,Texel,1751-04-01,1751-04-21,1751-07-26,Batavia
94573,outward,Pasgeld,850,Delft,1750-11-18,Goeree,1751-01-28,1751-02-09,1751-05-18,Batavia
94574,outward,Noord Nieuwland,880,Rotterdam,1750-11-19,Goeree,1751-01-29,1751-02-15,1751-05-26,Batavia
94575,outward,Diemen,850,Amsterdam,1750-12-04,Texel,1751-04-27,1751-05-08,1751-09-12,Bengal
94576,outward,Ruyskenstein,850,Amsterdam,1750-12-04,Texel,1751-04-30,1751-05-13,1751-08-12,Batavia
94577,outward,Luxemburg,1150,Amsterdam,1750-12-26,Texel,1751-04-27,1751-05-08,1751-07-08,Ceylon
94578,outward,Lycochton,880,Enkhuizen,1750-12-26,Texel,1751-04-27,1751-05-13,1751-07-20,Batavia
94579,outward,Nieuwstad,650,Hoorn,1750-12-26,Texel,1751-05-02,1751-05-14,1751-07-26,Batavia
94580,outward,Spanderswoud,850,Amsterdam,1750-12-26,Texel,1751-04-19,1751-05-05,1751-07-12,Ceylon
94581,outward,Arnestijn,650,Zeeland,1751-01-03,Rammekens,1751-04-25,1751-05-08,1751-07-14,Ceylon
94582,outward,Hof D'Uno,1150,Zeeland,1751-02-01,Rammekens,1751-05-24,1751-06-18,1751-10-08,Batavia
94583,outward,Schakenbos,850,Rotterdam,1751-04-12,Goeree,1751-07-31,1751-08-14,1751-10-18,Batavia
94584,outward,Baarzande,850,Amsterdam,1751-04-28,Texel,1751-08-16,1751-09-06,1751-11-11,Batavia
94585,outward,Eendracht,1150,Amsterdam,1751-04-28,Texel,1751-07-29,1751-08-14,1751-10-14,Batavia
94586,outward,Erfprins,850,Delft,1751-05-01,Goeree,1751-08-19,1751-09-06,1751-11-15,Batavia
94587,outward,Luchtenburg,880,Hoorn,1751-05-11,Texel,1751-11-12,1751-12-17,1752-07-02,Batavia
94588,outward,Tulpenburg,1150,Amsterdam,1751-06-09,Texel,1751-10-29,1751-11-20,1752-01-26,Batavia
94589,outward,Hercules,850,Zeeland,1751-07-04,Rammekens,1751-12-14,1752-01-09,1752-05-01,Batavia
94590,outward,Nieuw Nieuwerkerk,1150,Zeeland,1751-07-04,Rammekens,1751-12-16,1752-01-26,1752-05-01,Batavia
94591,outward,Waakzaamheid,850,Enkhuizen,1751-08-27,Texel,1752-01-09,1752-01-26,1752-04-15,Batavia
94592,outward,Amstelland,850,Amsterdam,1751-09-07,Texel,nan,nan,nan,
94593,outward,Vosmaar,850,Rotterdam,1751-09-27,Goeree,1752-02-08,1752-02-20,1752-06-07,Batavia
94594,outward,Huigenwaard,850,Amsterdam,1751-10-05,Texel,1752-02-08,1752-03-01,1752-06-16,Batavia
94595,outward,Kievitsheuvel,1150,Amsterdam,1751-10-05,Texel,1752-02-11,1752-03-04,1752-08-12,Ceylon
94596,outward,Liefde,1150,Amsterdam,1751-10-05,Texel,1752-01-23,1752-02-12,1752-05-22,Batavia
94597,outward,Huis Te Rensburg,650,Amsterdam,1751-10-05,Texel,1752-02-11,1752-03-04,1752-07-01,Batavia
94598,outward,Bevalligheid,850,Delft,1751-10-21,Goeree,1752-01-22,1752-02-16,1752-05-25,Batavia
94599,outward,Bosschenhove,1150,Amsterdam,1751-10-23,Texel,1752-01-25,1752-02-24,1752-06-06,Batavia
94600,outward,Jager,850,Hoorn,1751-10-23,Texel,1752-01-22,1752-02-12,1752-05-05,Batavia
94601,outward,Snoek,880,Zeeland,1751-10-23,Rammekens,1752-01-26,1752-03-14,1752-05-29,Batavia
94602,outward,Spaarzaamheid,1150,Amsterdam,1751-10-23,Texel,1752-01-24,1752-02-18,1752-06-07,Batavia
94603,outward,Voorland,1150,Amsterdam,1751-10-23,Texel,1752-01-22,1752-02-16,1752-05-22,Batavia
94604,outward,Nieuwvijvervreugd,1150,Zeeland,1751-10-23,Rammekens,1752-02-03,1752-04-03,1752-07-13,Batavia
94605,outward,Akerendam,1150,Amsterdam,1751-11-07,Texel,1752-03-29,1752-04-22,1752-07-25,Batavia
94606,outward,Brouwer,850,Enkhuizen,1751-12-19,Texel,1752-04-11,1752-04-29,1752-07-22,Batavia
94607,outward,Immagonda,850,Amsterdam,1751-12-19,Texel,1752-04-01,1752-04-29,nan,Bengal
94608,outward,Sloterdijk,1150,Zeeland,1751-12-19,Rammekens,1752-04-15,1752-05-21,1752-07-26,Batavia
94609,outward,Huis Ter Duine,650,Amsterdam,1752-01-12,Texel,1752-05-05,1752-06-04,1752-08-06,Batavia
94610,outward,Hoop,850,Amsterdam,1752-01-12,Texel,1752-04-24,1752-05-22,1752-07-17,Batavia
94611,outward,Krabbendijke,830,Amsterdam,1752-01-12,Texel,1752-04-25,1752-05-17,1752-08-14,Ceylon
94612,outward,Admiraal De Ruyter,1150,Amsterdam,1752-01-12,Texel,1752-04-25,1752-05-17,1752-07-23,Batavia
94613,outward,Huis Ten Donk,875,Zeeland,1752-01-29,Rammekens,1752-05-07,1752-05-21,1752-07-26,Batavia
94614,outward,Herstelder,1150,Amsterdam,1752-01-31,Texel,1752-04-27,1752-05-17,1752-08-12,Ceylon
94615,outward,Overnes,1150,Amsterdam,1752-01-31,Texel,1752-06-10,1752-07-03,1752-09-08,Batavia
94616,outward,Gerechtigheid,850,Zeeland,1752-02-15,Rammekens,1752-05-30,1752-06-20,1752-08-21,Batavia
94617,outward,Oostkapelle,850,Zeeland,1752-04-08,Rammekens,1752-07-20,1752-08-06,1752-10-28,Batavia
94618,outward,Overschie,850,Delft,1752-04-09,Goeree,1752-07-21,1752-08-15,1752-11-01,Batavia
94619,outward,Hector,,Amsterdam,1752-05-15,Texel,1752-10-11,nan,1752-10-11,The Cape
94620,outward,Stralen,850,Hoorn,1752-05-17,Texel,1752-09-16,1752-10-04,1752-12-10,Batavia
94621,outward,Vredestein,880,Rotterdam,1752-05-22,Goeree,1752-09-17,1752-10-04,1752-12-13,Batavia
94622,outward,Woitkensdorp,800,Amsterdam,1752-05-22,Texel,1752-10-11,1752-11-05,1753-01-30,Batavia
94623,outward,Oranjezaal,880,Enkhuizen,1752-06-05,Texel,1752-10-15,1752-11-05,1753-01-23,Batavia
94624,outward,Gouverneur-Generaal,850,Amsterdam,1752-06-10,Goeree,1752-10-18,1752-11-09,1753-01-17,Batavia
94625,outward,Torenvliet,1150,Zeeland,1752-06-24,Rammekens,1752-11-14,1752-12-06,1753-03-31,Batavia
94626,outward,Witsburg,850,Rotterdam,1752-07-24,Goeree,1752-12-05,1753-01-01,1753-04-07,Batavia
94627,outward,Batavier,525,Zeeland,1752-08-04,Rammekens,1752-12-10,1753-01-01,1753-03-11,Batavia
94628,outward,Hageveld,600,Amsterdam,1752-10-03,Texel,1753-03-21,1753-05-08,1753-09-20,Batavia
94629,outward,De Drie Heuvelen,850,Amsterdam,1752-10-03,Texel,1753-03-07,1754-02-04,1754-05-20,Batavia
94630,outward,Ouwerkerk,540,Zeeland,1752-10-03,Rammekens,1753-03-06,1753-04-01,1753-07-08,Batavia
94631,outward,De Drie Papegaaien,1150,Amsterdam,1752-10-03,Texel,1753-03-06,1753-03-25,1753-06-14,Batavia
94632,outward,Vlietlust,1150,Amsterdam,1752-10-03,Texel,1753-02-22,1753-03-15,1753-06-07,Batavia
94633,outward,Wimmenum,1150,Amsterdam,1752-10-03,Texel,1753-03-06,1753-03-27,1753-07-18,Batavia
94634,outward,Delft,850,Delft,1752-10-05,Goeree,1753-03-16,1753-03-27,1753-06-16,Batavia
94635,outward,Pijlswaart,880,Hoorn,1752-10-21,Texel,1753-03-07,1753-03-27,1753-07-20,Batavia
94636,outward,Kattendijke,880,Zeeland,1752-10-24,Rammekens,1753-03-21,1753-04-14,1753-07-08,Batavia
94637,outward,Vrede,850,Enkhuizen,1752-11-17,Texel,1753-03-11,1753-04-01,1753-07-02,Batavia
94638,outward,Bloemendaal,1150,Amsterdam,1752-12-28,Texel,1753-03-17,1753-04-01,1753-06-14,Batavia
94639,outward,Diemen,850,Amsterdam,1752-12-28,Texel,1753-03-17,1753-04-14,1753-07-06,Batavia
94640,outward,Getrouwigheid,850,Amsterdam,1752-12-28,Texel,1753-03-16,1753-04-01,1753-06-21,Batavia
94641,outward,Huis Te Manpad,850,Hoorn,1752-12-28,Texel,1753-03-23,1753-04-14,1753-07-06,Batavia
94642,outward,Kasteel Van Tilburg,850,Amsterdam,1752-12-28,Texel,1753-03-16,1753-04-17,nan,Bengal
94643,outward,Zuiderburg,1150,Amsterdam,1752-12-28,Texel,1753-03-17,1753-04-05,nan,Ceylon
94644,outward,Bredenhof,850,Zeeland,1752-12-31,Rammekens,1753-04-11,1753-04-26,nan,
94645,outward,Rotterdam,850,Rotterdam,1753-01-01,Goeree,1753-03-27,1753-04-14,1753-07-06,Batavia
94646,outward,Zaamslag,900,Zeeland,1753-02-28,Rammekens,1753-07-03,1753-07-25,1753-09-25,Batavia
94647,outward,Amstelveen,1150,Amsterdam,1753-03-09,Texel,1753-06-30,1753-07-18,1753-12-15,Batavia
94648,outward,Haarlem,1150,Amsterdam,1763-03-09,Texel,1753-06-29,1753-07-18,1753-11-14,Batavia
94649,outward,Noord Nieuwland,880,Amsterdam,1753-03-09,Texel,1753-06-30,1753-07-18,1753-09-18,Batavia
94650,outward,Rhoon,1150,Zeeland,1753-04-09,Rammekens,1753-08-31,1753-09-19,1753-11-12,Batavia
94651,outward,Baarzande,850,Delft,1753-04-20,Goeree,1753-08-22,1753-09-08,1753-11-12,Batavia
94652,outward,Persijnenburg,880,Enkhuizen,1753-05-05,Texel,1753-08-29,1753-09-27,1753-12-05,Batavia
94653,outward,Spanderswoud,850,Amsterdam,1753-05-05,Texel,1753-09-06,1753-09-27,1754-04-26,Batavia
94654,outward,Meervliet,850,Hoorn,1753-05-30,Texel,1754-03-30,1754-04-23,1754-07-25,Batavia
94655,outward,Voorzichtigheid,850,Enkhuizen,1753-05-30,Texel,1753-08-28,1753-09-27,1753-12-05,Batavia
94656,outward,Leiden,1150,Zeeland,1753-06-12,Rammekens,1753-10-16,1753-11-03,1754-01-19,Batavia
94657,outward,Jerusalem,880,Rotterdam,1753-07-07,Goeree,1753-11-08,1753-11-28,1754-01-26,Batavia
94658,outward,Visvliet,880,Zeeland,1753-07-25,Rammekens,1754-01-14,1754-02-07,1754-05-20,Batavia
94659,outward,Pasgeld,850,Zeeland,1753-09-14,Rammekens,1754-01-10,1754-02-03,1754-05-15,Batavia
94660,outward,Voorburg,880,Delft,1753-09-19,Goeree,1754-01-22,1754-02-10,1754-05-18,Batavia
94661,outward,Hercules,850,Zeeland,1753-10-22,Rammekens,1754-01-18,1754-02-10,1754-05-04,Batavia
94662,outward,Buitenzorg,880,Amsterdam,1753-10-23,Texel,1754-01-22,1754-02-21,1754-06-08,Batavia
94663,outward,Prinses Carolina,300,Amsterdam,1753-10-23,Texel,1754-02-07,1754-03-12,1754-08-12,Batavia
94664,outward,Giessenburg,1150,Amsterdam,1753-10-23,Texel,1754-01-18,1754-02-10,1754-04-21,Batavia
94665,outward,Prinses Van Oranje,250,Amsterdam,1753-10-23,Texel,1754-02-07,1754-02-10,1754-05-17,Batavia
94666,outward,Keukenhof,1150,Amsterdam,1753-10-23,Texel,1754-01-24,1754-02-21,1754-06-14,Batavia
94667,outward,Luxemburg,1150,Amsterdam,1753-10-23,Texel,1754-01-22,1754-03-04,1754-06-14,Batavia
94668,outward,Mariënbos,1150,Amsterdam,1753-10-23,Texel,1754-01-20,1754-02-21,1754-05-20,Batavia
94669,outward,Ruiteveld,1150,Amsterdam,1753-10-23,Texel,1754-01-20,1754-02-21,1754-05-20,Batavia
94670,outward,Erfprins,850,Delft,1753-10-26,Goeree,1754-01-22,1754-02-10,1754-05-20,Batavia
94672,outward,Huigenwaard,850,Hoorn,1753-11-09,Texel,1754-04-05,1754-04-23,1754-06-13,Batavia
94673,outward,Bevalligheid,850,Amsterdam,1753-11-30,Texel,1754-03-02,1754-04-13,1754-08-13,Bengal
94674,outward,Jager,850,Enkhuizen,1753-11-30,Texel,1754-03-22,1754-04-17,1754-07-10,Batavia
94675,outward,Nieuw Nieuwerkerk,1150,Zeeland,1753-11-30,Rammekens,1754-03-27,1754-04-18,1754-07-10,Batavia
94676,outward,Oudkarspel,1150,Amsterdam,1753-12-31,Texel,1754-04-29,1754-05-16,1754-08,Ceylon
94677,outward,Nieuwvijvervreugd,1150,Zeeland,1754-02-05,Rammekens,1754-05-20,1754-06-14,1754-09-10,Batavia
94678,outward,Wildrijk,850,Rotterdam,1754-03-06,Goeree,nan,nan,1754-08-29,Batavia
94679,outward,Radermacher,1150,Zeeland,1754-03-11,Rammekens,1754-07-20,1754-08-13,1754-10-28,Batavia
94680,outward,Naarstigheid,850,Delft,1754-04-06,Goeree,1754-07-22,1754-08-13,1754-10-17,Batavia
94681,outward,Eendracht,1150,Amsterdam,1754-05-20,Texel,1754-09-25,1754-10-19,1755-01-14,Batavia
94682,outward,Elswoud,850,Amsterdam,1754-05-20,Texel,1754-09-29,1754-11-07,1755-01-14,Ceylon
94683,outward,Kievitsheuvel,1150,Amsterdam,1754-05-20,Texel,1754-10-06,1754-10-30,1755-03-04,Ceylon
94684,outward,Sloten,1150,Amsterdam,1754-05-20,Texel,1754-09-04,1754-09-24,1754-12-06,Batavia
94685,outward,Standvastigheid,850,Rotterdam,1754-06-01,Goeree,1754-09-27,1754-10-19,1755-01-04,Batavia
94686,outward,Vosmaar,850,Zeeland,1754-06-15,Rammekens,1754-10-28,1754-11-15,1755-02-15,Batavia
94687,outward,Langewijk,850,Enkhuizen,1754-07-09,Texel,1754-12-15,1755-01-22,1755-04-30,Batavia
94688,outward,Schagen,880,Hoorn,1754-08-18,Texel,1754-12-03,1754-12-20,1755-02-28,Batavia
94689,outward,Krabbendijke,850,Zeeland,1754-08-19,Rammekens,1754-12-17,1755-01-06,1755-03-26,Batavia
94690,outward,Huis Ten Donk,875,Rotterdam,1754-09-16,Goeree,1754-12-19,1755-01-06,1755-04-21,Batavia
94691,outward,Waakzaamheid,850,Zeeland,1754-09-17,Rammekens,1754-12-23,1755-01-06,1755-04-12,Batavia
94692,outward,Deunisveld,850,Delft,1754-09-23,Goeree,1755-01-27,1755-02-22,1755-05-31,Batavia
94693,outward,Amelisweert,1150,Amsterdam,1754-11-02,Texel,1755-02-16,1755-03-09,1755-05-31,Batavia
94694,outward,Herstelder,1150,Amsterdam,1754-11-02,Texel,1755-02-01,1755-02-20,1755-04-30,Batavia
94695,outward,Lapienenburg,1150,Amsterdam,1754-11-02,Texel,1755-02-14,1755-03-09,1755-05-30,Batavia
94696,outward,Lycochton,880,Enkhuizen,1754-11-02,Texel,1755-02-14,1755-03-04,1755-05-30,Batavia
94697,outward,Oosthuizen,850,Hoorn,1754-11-02,Texel,1755-03-24,1755-04-11,1755-06-27,Batavia
94698,outward,Stadwijk,1150,Amsterdam,1754-11-02,Texel,1755-03-08,1755-04-02,1755-07-14,Batavia
94699,outward,Voorland,1150,Amsterdam,1754-11-02,Texel,1755-04-05,1755-04-29,1755-07-14,Batavia
94700,outward,Vredestein,880,Rotterdam,1754-11-02,Goeree,1755-02-06,1755-02-20,1755-05-20,Batavia
94701,outward,Huis Te Boede,880,Zeeland,1754-11-19,Rammekens,1755-03-20,1755-04-29,1755-07-13,Batavia
94702,outward,Oostkapelle,850,Zeeland,1754-11-19,Goeree,1755-03-20,1755-05-03,1755-07-20,Batavia
